Nama_Produk,Akun,Ulasan,rate
Softies Surgical Mask 30s isi 30 Masker Medis (spt Sensi Nexcare 3M),D***q,barang terima terima kasih,5
Softies Surgical Mask 30s isi 30 Masker Medis (spt Sensi Nexcare 3M),Haernudin,mantap thanks,5
Softies Surgical Mask 30s isi 30 Masker Medis (spt Sensi Nexcare 3M),D***n,cepat akurat,5
Softies Surgical Mask 30s isi 30 Masker Medis (spt Sensi Nexcare 3M),R***l,original recommended seller,5
Softies Surgical Mask 30s isi 30 Masker Medis (spt Sensi Nexcare 3M),Andriana,pengirimannyamantul gan,5
Softies Surgical Mask 30s isi 30 Masker Medis (spt Sensi Nexcare 3M),Andreas,packing rapi cepat,5
Softies Surgical Mask 30s isi 30 Masker Medis (spt Sensi Nexcare 3M),L***y,barang sesuai tawar,5
MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,J***r,good product and fast response,5
MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,yuri,tq,5
MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,Kezia,puass order,5
MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,M***i,baguss,5
MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,S***i,masker tipe kf,5
MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,Andin,barang aman coba moga nyaman pakai,5
MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,endang,barang sesuai deskripsi harga jangkau fast respon,5
MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,Fikri,better ya,4
MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,Wiggo,packing oke pakai dus tambah,5
MIISOO Disposable N95 KN95 Korea KF94 Masker Kesehatan masker evo 4ply - EVO 1pcs,S***n,kualitas lumayan,4
THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,Ninna,beli menurit masker lembut nyaman masker beli karet kuat gampang putus ikin sek cocok banget banget anak sayang harga lumayan moga diskon ya,5
THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,Fabiola,beli rising,5
THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,S***a,bagus kualitas pakcagin aman lembut anak,5
THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,Benny,terima kasih gan barang terima bahan lembut kirim cepat,5
THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,H***i,faste respond,5
THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,m***i,bahan halus banget halus merek sih,5
THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,Bony,packing rapi,5
THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,Novi,bagus cepat,5
THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,resty,packing rapi kualitas oke,5
THANKFUL - Masker Headloop Anak 4 Ply | Masker Anak Karet | Face Mask,Chardova,produk original sesuai deskripsi kirim cepat harga produk respon jual,5
Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),Handana,kemas rapi,5
Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),F***i,asa tipis indmret indmret ply yasoalnya kalo kesana beli nexcare,3
Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),n***a,beli box bonus kf kirimminta produk foto proses complain bonus foto produk,4
Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),W***m,produk bagus original kirim cepat,5
Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),Elike,packing amburadul dus masker penyok penyok nya dus nyasampai buka isolasi,2
Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),J***y,sih packingnya bagus kali pesan dus penyok untung dalem plastik,3
Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),A***t,thanks barang terima,5
Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),Z***n,mantapss,5
Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),I***n,top,5
Nexcare 3M Masker 3 Lapis Earloop 3 Ply Daily Mask - 1 Box (36 Masker),Y***i,packing rapipesanan sesuai,5
Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,I***a,barang bagus recommended banget,5
Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,a***s,produk kualitas manfaat mari jaga virus covid tks,5
Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,Y***z,size bahan ok,5
Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,N***a,bagus bahan sukaa,5
Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,a***s,produk manfaat kualitas anakanak mari jaga pandemi covid,5
Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,n***a,banget ukurannyaselalu cocok masker sritexgood quality,5
Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,Medyarti,kirim supeer cepat order subuh malam kemas rapi banget pakai bubble warp kotak masker tebal sesuai gambar puaas banget layan,5
Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,Tutiek,bagus moga tali awet,5
Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,Hery,ok,5
Baru! Masker Kain Airycool 3D Dewasa Anti Mikrobial dan Air (10 pcs) - Kids White,Aan,respon cepat malam order siang mantap,5
Face Mask Earloop 50pcs Masker mulut/ Masker Wajah Kesehatan 3ply BNPB - Pack 10pcs,Revan,thanks sesuai ekspetasi beli,5
Face Mask Earloop 50pcs Masker mulut/ Masker Wajah Kesehatan 3ply BNPB - Pack 10pcs,dunia,bagus layan cepat,4
Face Mask Earloop 50pcs Masker mulut/ Masker Wajah Kesehatan 3ply BNPB - Pack 10pcs,Asib,barang nya sesuai pesan terima kasih toped,5
Face Mask Earloop 50pcs Masker mulut/ Masker Wajah Kesehatan 3ply BNPB - Pack 10pcs,V***a,kirim packing amanseller responsif deh beli kaliterima kasih,5
Face Mask Earloop 50pcs Masker mulut/ Masker Wajah Kesehatan 3ply BNPB - Pack 10pcs,Ariel,responsif barang cepat packing rapi muas terima kasih gan,5
Face Mask Earloop 50pcs Masker mulut/ Masker Wajah Kesehatan 3ply BNPB - Pack 10pcs,t***a,produk selamat barang bagus packingan lumayan aman mohon tingkat packingan terima kasih,5
Face Mask Earloop 50pcs Masker mulut/ Masker Wajah Kesehatan 3ply BNPB - Pack 10pcs,Ariyanto,merk dus masker merk kualitas ya masker merk pakai buka langsung putus tali,3
Face Mask Earloop 50pcs Masker mulut/ Masker Wajah Kesehatan 3ply BNPB - Pack 10pcs,SOFYAN,keren,5
Face Mask Earloop 50pcs Masker mulut/ Masker Wajah Kesehatan 3ply BNPB - Pack 10pcs,Lucky,order pagi sore pakai gratis ongkir sameday barang bagus sesuai harga,5
Face Mask Earloop 50pcs Masker mulut/ Masker Wajah Kesehatan 3ply BNPB - Pack 10pcs,I***n,bagus tipis beli selisih ribu doang,4
Goto Disposable Mask KN 95 Facemask 5Ply Earloop Masker KN95 5 Ply - 10 pcs,T***o,tali nya sakit kuping pakai lama,1
Goto Disposable Mask KN 95 Facemask 5Ply Earloop Masker KN95 5 Ply - 10 pcs,Anisah,masker tali sakit dikupingmantap,4
Goto Disposable Mask KN 95 Facemask 5Ply Earloop Masker KN95 5 Ply - 10 pcs,Rizal,terima kasih,5
Goto Disposable Mask KN 95 Facemask 5Ply Earloop Masker KN95 5 Ply - 10 pcs,Fitria,bagus dalem plastik moga aman,5
Goto Disposable Mask KN 95 Facemask 5Ply Earloop Masker KN95 5 Ply - 10 pcs,R***a,service bagus delivery,5
Goto Disposable Mask KN 95 Facemask 5Ply Earloop Masker KN95 5 Ply - 10 pcs,Taufiq,barang terima,5
Goto Disposable Mask KN 95 Facemask 5Ply Earloop Masker KN95 5 Ply - 10 pcs,T***h,murah kualitas dipakenya enak,5
Goto Disposable Mask KN 95 Facemask 5Ply Earloop Masker KN95 5 Ply - 10 pcs,Beta,paket terima oke respon seller cepat proses pesan cepat kualitas oke sesuai gambar pesan terima kasih moga sukses,5
Goto Disposable Mask KN 95 Facemask 5Ply Earloop Masker KN95 5 Ply - 10 pcs,Syarizal,kirim cepatmantapp,5
Goto Disposable Mask KN 95 Facemask 5Ply Earloop Masker KN95 5 Ply - 10 pcs,Cecep,kualitas bagus recommended,5
Madame Gie Protect You KN95 Mask - Masker Kesehatan,A***i,kaget kemas sesuai bayang beli hrga kejar diskon kalo hrga normal rapi ya ribu banding ribu by the way terima kasih masker kakak,5
Madame Gie Protect You KN95 Mask - Masker Kesehatan,S***a,sesuai deskripsi,5
Madame Gie Protect You KN95 Mask - Masker Kesehatan,C***a,terima,5
Madame Gie Protect You KN95 Mask - Masker Kesehatan,Afrizal,kayak masker jenis merkembossed ati teman tipu merk nya,2
Madame Gie Protect You KN95 Mask - Masker Kesehatan,M***i,thanks gan barang,5
Madame Gie Protect You KN95 Mask - Masker Kesehatan,Ramadhan,barang bagus sampai cepat bungkus aman,5
Madame Gie Protect You KN95 Mask - Masker Kesehatan,ANTON,ok,5
Madame Gie Protect You KN95 Mask - Masker Kesehatan,Joko,tidak ada komentar,5
Madame Gie Protect You KN95 Mask - Masker Kesehatan,ANTON,mantab,5
Madame Gie Protect You KN95 Mask - Masker Kesehatan,Maria,nya sesuai ekspektasi dipacking masker pesan toko packing aman rapi,5
Buy 1 Get 1 - Masker Primero - Sachet,A***g,kualitas barang kirim cepat nya,5
Buy 1 Get 1 - Masker Primero - Sachet,Ayu,good produk kemas higienis pcs masker plastik kirim cepat kualitas ok,5
Buy 1 Get 1 - Masker Primero - Sachet,a***a,deskripsi produk sesuai terima iram slow respon kotak penyok bubble wrap kotak masker tipis,5
Buy 1 Get 1 - Masker Primero - Sachet,M***y,top keren,5
Buy 1 Get 1 - Masker Primero - Sachet,M***l,parahini masker hargany overpersis harga ribu dus official store tokopedia selektif barang mutu over price masker sertifikasi daily maskdijual harga surgical mask,2
Buy 1 Get 1 - Masker Primero - Sachet,a***a,barang kirim sesuai deskripsi tera ijin kemenkes tanggal exp date kotak kirim pesan kotak penyok packing masuk dus untung lindung bubble wrap,3
Buy 1 Get 1 - Masker Primero - Sachet,Teguh,kotak penyok sana mngkn expediai,2
Buy 1 Get 1 - Masker Primero - Sachet,F***a,barang sesuai kualitas kardus penyok next time order kalo promo tarik banyak promonya,3
Buy 1 Get 1 - Masker Primero - Sachet,N***a,harga promo murah kirim promo,4
Buy 1 Get 1 - Masker Primero - Sachet,G***g,proses kirim sabar ya temanteman beli paket cuman bubble wrap penyok enggak apa isi packagingnya pcs sealed aman kualitas masker coba pakai merk beli minimarket bagus kualitas,2
Masker KN95 Mouson Pro isi 10pcs - MOUSONPRO WHITE,F***r,barang cepat sampai sesuai pesanan ,4
Masker KN95 Mouson Pro isi 10pcs - MOUSONPRO WHITE, imam, pengiriman cepat dan rapih terima kasih  smiling face with sunglasses ,5
Masker KN95 Mouson Pro isi 10pcs - MOUSONPRO WHITE, CeramicsNusa, barang sudah sampai  barang bagus ,5
Masker KN95 Mouson Pro isi 10pcs - MOUSONPRO WHITE,B***o,  produk sesuai diskripsi  masker nyaman dipakai  sangat cocok utk wajah yang lebar  respon penjual bagus  terima kasih,5
Masker KN95 Mouson Pro isi 10pcs - MOUSONPRO WHITE, Rizky, dalemnya warna hitam  padahal sebel beli udah nanya dan kata seller putih  seller nawarin retur tp ya percuma semua dalemnya hitam,2
Masker KN95 Mouson Pro isi 10pcs - MOUSONPRO WHITE, Michael, barang dikirim kurang namun setelah komplain langsung dikirim terbaik lahh,5
Masker KN95 Mouson Pro isi 10pcs - MOUSONPRO WHITE, Muljadi, barang dan warna sesuai pesanan  ada bonus 5 buah  thumbs up  thumbs up  thumbs up  thumbs up ,5
Masker KN95 Mouson Pro isi 10pcs - MOUSONPRO WHITE, D***y,respon cepat  kurir cepat  packing plastik  produk sdh request yg mouson 2023  putih diksh mouson biasa uk nya kan berbeda ,5
Masker KN95 Mouson Pro isi 10pcs - MOUSONPRO WHITE, I***S, ternyata lbh kecil dr yg biasa sy beli,2
Masker KN95 Mouson Pro isi 10pcs - MOUSONPRO WHITE, P***r, barang sesuai  response pengiriman cepat,5
Shumu Masker Duckbill 4ply Earloop 4 ply Sensi Garis Hidung isi 10 pcs - KEA DB BLACK, H, kualitas barang baik  layanan dan pengiriman juga baik dan cepat  recommended ,5
Shumu Masker Duckbill 4ply Earloop 4 ply Sensi Garis Hidung isi 10 pcs - KEA DB BLACK, al, good and thanks,5
Shumu Masker Duckbill 4ply Earloop 4 ply Sensi Garis Hidung isi 10 pcs - KEA DB BLACK, s***a, pengirimannya super lemot pake ant aj,1
Shumu Masker Duckbill 4ply Earloop 4 ply Sensi Garis Hidung isi 10 pcs - KEA DB BLACK, Rizky, sesuai pesanan,5
Shumu Masker Duckbill 4ply Earloop 4 ply Sensi Garis Hidung isi 10 pcs - KEA DB BLACK, F***i, barangnya sudah sampai makasih semoga sukses,5
Shumu Masker Duckbill 4ply Earloop 4 ply Sensi Garis Hidung isi 10 pcs - KEA DB BLACK, A***o, okee ,5
Shumu Masker Duckbill 4ply Earloop 4 ply Sensi Garis Hidung isi 10 pcs - KEA DB BLACK, Iga, ini pembelian kedua saya  krn barangnya memuaskan dan sesuai dgn deskripsi yg diinfokan toko,5
Shumu Masker Duckbill 4ply Earloop 4 ply Sensi Garis Hidung isi 10 pcs - KEA DB BLACK, E***n, pengeringan cepat  sesuai pesanan  packing aman  terimakasih,5
Shumu Masker Duckbill 4ply Earloop 4 ply Sensi Garis Hidung isi 10 pcs - KEA DB BLACK, L***i, packing aman  masker sesuai pesanan  de best lah belanja disini,5
Shumu Masker Duckbill 4ply Earloop 4 ply Sensi Garis Hidung isi 10 pcs - KEA DB BLACK, Y***s, barang yg dtng sesuai dengan yg di foto bagus mantab,5
Masker bedah karet onemed hitam medis all black 3ply isi 25pcs, R***n, baguss   dipake nyaman  mureh meriah,5
Masker bedah karet onemed hitam medis all black 3ply isi 25pcs, A***a, admin respon cepat  pengiriman cepat   diterima kondisi baik  terima kasih ,5
Masker bedah karet onemed hitam medis all black 3ply isi 25pcs, Agung, recommended product and seller  thank you,5
Masker bedah karet onemed hitam medis all black 3ply isi 25pcs, Mbako, barang sdh diterima dg baik  tk,5
Masker bedah karet onemed hitam medis all black 3ply isi 25pcs, R***i, bagus,5
Masker bedah karet onemed hitam medis all black 3ply isi 25pcs, M***d, paking yahud  box nya msh utuh  segel msh ok ,5
Masker bedah karet onemed hitam medis all black 3ply isi 25pcs, A***e, barang di retur duit tidak dikembalikan,2
Masker bedah karet onemed hitam medis all black 3ply isi 25pcs, Y***f, bahannya tipis banget kaya tisu  najis,1
Masker bedah karet onemed hitam medis all black 3ply isi 25pcs, lawyer, barang tidak sesuai yang dibilang sama dengan gambar  tak sesuai deskripsi ,1
Masker bedah karet onemed hitam medis all black 3ply isi 25pcs, Sofyan, maskernya bagus  bahan lembut dan tebal  mksh,5
[ KEA ] MASKER KN95 6PLY PREMIUM ISI 10 PCS KOREA DESIGN KN 95 WARNA - Putih, V***r,seller responsif  barang sesuai deskripsi  pengepakan barang top  pengiriman cepat  ,5
[ KEA ] MASKER KN95 6PLY PREMIUM ISI 10 PCS KOREA DESIGN KN 95 WARNA - Putih, l***a, tibanya cpt masker segelnya aman tebal bgs harga terjangkau mantap,5
[ KEA ] MASKER KN95 6PLY PREMIUM ISI 10 PCS KOREA DESIGN KN 95 WARNA - Putih, Y***e, maskernya bagus   pengiriman cepat,5
[ KEA ] MASKER KN95 6PLY PREMIUM ISI 10 PCS KOREA DESIGN KN 95 WARNA - Putih, N***R, kua itas barang bagus,5
[ KEA ] MASKER KN95 6PLY PREMIUM ISI 10 PCS KOREA DESIGN KN 95 WARNA - Putih, kristina, enak dipakai pengiriman cepat respon seller cepat,5
[ KEA ] MASKER KN95 6PLY PREMIUM ISI 10 PCS KOREA DESIGN KN 95 WARNA - Putih, artha, lecek   lecek masker nya,3
[ KEA ] MASKER KN95 6PLY PREMIUM ISI 10 PCS KOREA DESIGN KN 95 WARNA - Putih,R***a,  sesuai pesanan  kualitas masker bagus  nyaman dipakai  bahannya tebal  warnanya cantik  packaging rapi ,5
[ KEA ] MASKER KN95 6PLY PREMIUM ISI 10 PCS KOREA DESIGN KN 95 WARNA - Putih, E***g, ada yg talinya putus,1
[ KEA ] MASKER KN95 6PLY PREMIUM ISI 10 PCS KOREA DESIGN KN 95 WARNA - Putih, gevita, tidak lengkap salah kirim,1
[ KEA ] MASKER KN95 6PLY PREMIUM ISI 10 PCS KOREA DESIGN KN 95 WARNA - Putih, W***a,ada 1 masker yang talinya begitu  dan masker yang katanya 5ply  ternyata paling tipis diantara masker yang saya beli ,2
(50 pcs) Masker MOUSON KN95 Premium 5 PLY KN 95 Tebal - Lentur - Putih, ratihm,bagus  bahan tebal  tali karet tidak mudah putus,5
(50 pcs) Masker MOUSON KN95 Premium 5 PLY KN 95 Tebal - Lentur - Putih,Lili,mksh,5
(50 pcs) Masker MOUSON KN95 Premium 5 PLY KN 95 Tebal - Lentur - Putih,Brian,barang sesuai deskripsi  pengirimannya cepat  dan juga nyaman dipakai,5
(50 pcs) Masker MOUSON KN95 Premium 5 PLY KN 95 Tebal - Lentur - Putih,aloysius,trims respon cepat  barang dah diterima semua oke thumbs up  thumbs up  thumbs up  thumbs up ,5
(50 pcs) Masker MOUSON KN95 Premium 5 PLY KN 95 Tebal - Lentur - Putih,m***e,karetnya pendek2 semua  kualitas tdk sama seperti yg sebelumnya  dipake di kepala pd copot tali nya  mengecewakan,2
(50 pcs) Masker MOUSON KN95 Premium 5 PLY KN 95 Tebal - Lentur - Putih,V***y,sesuai pesanan packing rqpih,5
(50 pcs) Masker MOUSON KN95 Premium 5 PLY KN 95 Tebal - Lentur - Putih,Allan,bagus pake banget masker nya  nyaman dipake  karetnya juga berasa kuat  mantaap,5
(50 pcs) Masker MOUSON KN95 Premium 5 PLY KN 95 Tebal - Lentur - Putih,B***a,bagus,5
(50 pcs) Masker MOUSON KN95 Premium 5 PLY KN 95 Tebal - Lentur - Putih,widia,barang tidak nyampe,1
(50 pcs) Masker MOUSON KN95 Premium 5 PLY KN 95 Tebal - Lentur - Putih,R***a,tali tdk lengkap  cuma sebelah jd tdk bs dipakai  ukuran dewasa tp sempit  tali cpt putis,2
MASKER 3M 9501V+ KN95 N95 EARLOOP IMPORT ORIGINALL 1 BAG ISI 25 PCS,R***y,recommended seller,5
MASKER 3M 9501V+ KN95 N95 EARLOOP IMPORT ORIGINALL 1 BAG ISI 25 PCS,Riza,pelayanan cepat dan ramah  packing rapi tdk ada yg rusak dan barang masih tersegel  thanks,5
MASKER 3M 9501V+ KN95 N95 EARLOOP IMPORT ORIGINALL 1 BAG ISI 25 PCS,M***d,fast response  barang ori  recommended,5
MASKER 3M 9501V+ KN95 N95 EARLOOP IMPORT ORIGINALL 1 BAG ISI 25 PCS,Dr,ada 1 box yg berbeda  spt bekas krn lecek,3
MASKER 3M 9501V+ KN95 N95 EARLOOP IMPORT ORIGINALL 1 BAG ISI 25 PCS,Michael,recomended ,5
MASKER 3M 9501V+ KN95 N95 EARLOOP IMPORT ORIGINALL 1 BAG ISI 25 PCS,Rendy,mantap  tq kak sdh saya terima dngn baik folded hands  folded hands ,5
Basicmeds Surgical Mask - Masker Medis/ 3Ply/ BFE99%/ Isi 50/ Biru,P***a,oke,5
Basicmeds Surgical Mask - Masker Medis/ 3Ply/ BFE99%/ Isi 50/ Biru,BPudjowahjanto,ok,5
Basicmeds Surgical Mask - Masker Medis/ 3Ply/ BFE99%/ Isi 50/ Biru,s***l,ok,5
Basicmeds Surgical Mask - Masker Medis/ 3Ply/ BFE99%/ Isi 50/ Biru,lina,kotaknya pada peot ka,2
Basicmeds Surgical Mask - Masker Medis/ 3Ply/ BFE99%/ Isi 50/ Biru,Suherman,kendala  kualitas barang bermasalah,1
Basicmeds Surgical Mask - Masker Medis/ 3Ply/ BFE99%/ Isi 50/ Biru,Sulistiawati,pengiriman cepat  packing bagus  produk mantaap,5
Basicmeds Surgical Mask - Masker Medis/ 3Ply/ BFE99%/ Isi 50/ Biru,hilim,bagus nyaman dipakai,5
Basicmeds Surgical Mask - Masker Medis/ 3Ply/ BFE99%/ Isi 50/ Biru,H***i,maskernya sakit ternyata di pipi   ,1
Basicmeds Surgical Mask - Masker Medis/ 3Ply/ BFE99%/ Isi 50/ Biru,ruyani,barang sesuai pesanan ,5
Basicmeds Surgical Mask - Masker Medis/ 3Ply/ BFE99%/ Isi 50/ Biru,H***y,kemasan masker tampak luar sudah oke  pas dibuka di dalamnya memang ada plastik lagi tapi tidak tertutup dengan sempurna  kalo untuk dijadikan stok jadi kurang hygienis karena debu masih tembus face with rolling eyes  ,2
Masker DUCKBILL CAREION 4PLY ISI 10 Warna Warni Pastel 4 Ply KEMENKES - DBION APRICOT,M***d,ok  masker ya jg sudah habis di pakai  cuma ukurannya agak kecil untuk wajah saya jd pas an,4
Masker DUCKBILL CAREION 4PLY ISI 10 Warna Warni Pastel 4 Ply KEMENKES - DBION APRICOT,Rofik,sesuai dengan pesanan pengiriman termasuk cepat,5
Masker DUCKBILL CAREION 4PLY ISI 10 Warna Warni Pastel 4 Ply KEMENKES - DBION APRICOT,ani,bagus enak dipakenya,5
Masker DUCKBILL CAREION 4PLY ISI 10 Warna Warni Pastel 4 Ply KEMENKES - DBION APRICOT,Cak,mantap  joss gandos,5
Masker DUCKBILL CAREION 4PLY ISI 10 Warna Warni Pastel 4 Ply KEMENKES - DBION APRICOT,Kaisar,sipp  ,5
Masker DUCKBILL CAREION 4PLY ISI 10 Warna Warni Pastel 4 Ply KEMENKES - DBION APRICOT,Theresia,barang tdk terkirim  mohon pelayanan bagian gudang packing lbh teliti dlm menyiapkan brg  dan cek ulang apakah sdh sesuai dg daftar orderan pembeli ,1
Masker DUCKBILL CAREION 4PLY ISI 10 Warna Warni Pastel 4 Ply KEMENKES - DBION APRICOT,Dwi,yg datang bukan merk careion maskernya lebih tipis dari yg putih merk careion,1
Masker DUCKBILL CAREION 4PLY ISI 10 Warna Warni Pastel 4 Ply KEMENKES - DBION APRICOT,Kurnia,maskernya kecil bgt  coc k untuk anak kecil fearful face ,2
Masker DUCKBILL CAREION 4PLY ISI 10 Warna Warni Pastel 4 Ply KEMENKES - DBION APRICOT,a***u,pengiriman lama bgt pakingnya ga tebel walaupun masker harusnya pakingnya rapih karena plastiknya udah bolong  dikjt,2
Masker DUCKBILL CAREION 4PLY ISI 10 Warna Warni Pastel 4 Ply KEMENKES - DBION APRICOT,Joseph,barang datang sesuai pesanan,5
ONEMED - Masker 3 Ply Earloop Black | Surgical Mask | Masker OneMed,Irfan,barang sesuai pesanan proses cepat,5
ONEMED - Masker 3 Ply Earloop Black | Surgical Mask | Masker OneMed,h***u,pembelian yang kesekian kali dan selalu bagus pelayanannya,5
ONEMED - Masker 3 Ply Earloop Black | Surgical Mask | Masker OneMed,S***a,masker sangat tipis,3
ONEMED - Masker 3 Ply Earloop Black | Surgical Mask | Masker OneMed,V***e,good,5
ONEMED - Masker 3 Ply Earloop Black | Surgical Mask | Masker OneMed,T***k,mantaapp,5
ONEMED - Masker 3 Ply Earloop Black | Surgical Mask | Masker OneMed,I***m,lumayan halus,4
ONEMED - Masker 3 Ply Earloop Black | Surgical Mask | Masker OneMed,Ronald,murah dan berkualitas  thumbs up ,5
ONEMED - Masker 3 Ply Earloop Black | Surgical Mask | Masker OneMed,albertus,pembelian kedua  barang jelek  kualitas bahan buruk  beda sama pembelian pertama ,1
ONEMED - Masker 3 Ply Earloop Black | Surgical Mask | Masker OneMed,J***y,mudah sekali rusak  besi dihidung keluar terus,2
ONEMED - Masker 3 Ply Earloop Black | Surgical Mask | Masker OneMed,Jaka,kualitas barang sudah jelek  sepertinya bahan baku dikurangi  sangat kecewa masker semakin tipis dari sebelumnya ,1
[ SHUMU ] Masker KN95 6ply Medis kemenkes AKD KN 95 isi 10 pcs 6 PLY - KNGB 10 WHITE,H***y,good product  thumbs up medium light skin tone  good seller  thumbs up medium light skin tone ,5
[ SHUMU ] Masker KN95 6ply Medis kemenkes AKD KN 95 isi 10 pcs 6 PLY - KNGB 10 WHITE,Fenny,bagus thumbs up light skin tone ,5
[ SHUMU ] Masker KN95 6ply Medis kemenkes AKD KN 95 isi 10 pcs 6 PLY - KNGB 10 WHITE,Anwar,barang sdh diterima sesuai pesanan driver cepat kirimnya mantaapp recommended,5
[ SHUMU ] Masker KN95 6ply Medis kemenkes AKD KN 95 isi 10 pcs 6 PLY - KNGB 10 WHITE,Luci,warna tidak sesuai pesanan,3
[ SHUMU ] Masker KN95 6ply Medis kemenkes AKD KN 95 isi 10 pcs 6 PLY - KNGB 10 WHITE,P***u,barang bagus,5
[ SHUMU ] Masker KN95 6ply Medis kemenkes AKD KN 95 isi 10 pcs 6 PLY - KNGB 10 WHITE,BUNGA,kualitas barang bagus  respon dan pengiriman sangat cepat  pertahankan pelayanan yang baik ya kak,5
[ SHUMU ] Masker KN95 6ply Medis kemenkes AKD KN 95 isi 10 pcs 6 PLY - KNGB 10 WHITE,Michael,cepat dan sesuai,5
[ SHUMU ] Masker KN95 6ply Medis kemenkes AKD KN 95 isi 10 pcs 6 PLY - KNGB 10 WHITE,Nahema,semua warnanya ku suka,5
[ SHUMU ] Masker KN95 6ply Medis kemenkes AKD KN 95 isi 10 pcs 6 PLY - KNGB 10 WHITE,Biogreenstoreku,pesen yg pro  dikirim yg biasa,1
[ SHUMU ] Masker KN95 6ply Medis kemenkes AKD KN 95 isi 10 pcs 6 PLY - KNGB 10 WHITE,C***a,merek yg tertera di halaman produk tdk sesuai dan tdk ada ijin dari kemenkes seperti tertulis di halaman produk,2
Masker Oncare Premium KN95 Pro Plus Premium Korea 5Ply isi 10Pcs - ONCR PLUS Black,Andreas,kualitas barang bagus  seller responsif,5
Masker Oncare Premium KN95 Pro Plus Premium Korea 5Ply isi 10Pcs - ONCR PLUS Black,F***y,packing ok   pengiriman cepat  produk baik,5
Masker Oncare Premium KN95 Pro Plus Premium Korea 5Ply isi 10Pcs - ONCR PLUS Black,Imelda,warnanya kerenn   smiling face with heart eyes ,5
Masker Oncare Premium KN95 Pro Plus Premium Korea 5Ply isi 10Pcs - ONCR PLUS Black,Howerd,kualitas brg bagus  pengiriman jg cepat,5
Masker Oncare Premium KN95 Pro Plus Premium Korea 5Ply isi 10Pcs - ONCR PLUS Black,Edy,barangnya sudah sampai pengirimannya cepat packing ok lah thanks you,5
Masker Oncare Premium KN95 Pro Plus Premium Korea 5Ply isi 10Pcs - ONCR PLUS Black,A***a,maskernya ternyata ga fit jadi sering terlepas,3
Masker Oncare Premium KN95 Pro Plus Premium Korea 5Ply isi 10Pcs - ONCR PLUS Black,dasep,warna nya di kirim hitam semua  relieved face  relieved face ,4
